Store Name,GRN Number,GRN Date,Supplier Code,Supplier Name,Supplier Invoice Number,Supplier Invoice Date,Actual Delivery Date,Supplier Item Name,Supplier SKU,Category,Sub Category,Supplier Qty,Return Qty,Supplier Unit,Supplier Unit Cost,Discount Amount,Charge Amount,Total Cost,Total Tax,Total ITC,Total Amount,Inventory Item Name,Inventory SKU,Inventory Qty,Inventory Unit,Inventory Unit Cost,PO Number,PO Date,PO Quantity,PO Type,PO Quantity Variance,Label,Additional Cess,GRN Item Notes,PO Item Notes,Contract
Central Warehouse - Bangalore,69087,5/1/2024,GL,Godrej Tyson Foods Limited,4222407442,5/1/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,150,,kg,285,0,0,42750,0,0,42750,Chicken Breast Boneless,RM13,150,kg,285,69067,5/1/2024,150,Standard,0,,,,,
Central Warehouse - Bangalore,69091,5/1/2024,ME,Mahadeswara Enterprises,526/24-25,5/1/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,300,,kg,275,0,0,82500,0,0,82500,Chicken Breast Boneless,RM13,300,kg,275,69068,5/1/2024,300,Standard,0,,,,,
Central Warehouse - Bangalore,69092,5/1/2024,CF,Chooze Fresh,426,5/1/2024,,Fish Boneless,RM28,Raw Material,Food,85,,kg,320,0,0,27200,0,0,27200,Fish Boneless,RM28,85,kg,320,69069,5/1/2024,85,Standard,0,,,,,
Central Warehouse - Bangalore,69093,5/1/2024,RTM,R T Mutton,14483,5/1/2024,,Mutton,RM64,Raw Material,Food,50,,kg,680,0,0,34000,0,0,34000,Mutton,RM64,50,kg,680,69070,5/1/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69094,5/1/2024,SF,Siddhi Foods,4583,5/1/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,99.7,,kg,275,0,0,27417.5,0,0,27417.5,Chicken Breast Boneless,RM13,99.7,kg,275,69071,5/1/2024,99.7,Standard,0,,,,,
Central Warehouse - Bangalore,69095,5/1/2024,ASCC,AY Sabir Chicken Center,980,5/1/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,205.2,,kg,238,0,0,48837.6,0,0,48837.6,Whole Chicken Without Skin,RM93,205.2,kg,238,69073,5/1/2024,205.2,Standard,0,,,,,
Central Warehouse - Bangalore,69096,5/1/2024,BPC,Brite Poultry Center,667,5/1/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,218.2,,kg,238,0,0,51931.6,0,0,51931.6,Whole Chicken Without Skin,RM93,218.2,kg,238,69075,5/1/2024,218.2,Standard,0,,,,,
Central Warehouse - Bangalore,69113,5/1/2024,BE,Bharathi Enterprises,568,5/1/2024,,Curd,RM23,Raw Material,Food,408,,lt,54.58,0,0,22268.64,1113.44,0,23382.08,Curd,RM23,408,lt,54.58,69097,5/1/2024,408,Standard,0,,,,,
Central Warehouse - Bangalore,69116,5/1/2024,VE,Vani Enterprises,TX-686/24-25,5/1/2024,,Curd,RM23,Raw Material,Food,204,,lt,54.5,0,0,11118,555.9,0,11673.9,Curd,RM23,204,lt,54.5,69098,5/1/2024,204,Standard,0,,,,,
Central Warehouse - Bangalore,69116,5/1/2024,VE,Vani Enterprises,TX-686/24-25,5/1/2024,,Frozen Green Peas,RM30,Raw Material,Food,10,,kg,100,0,0,1000,0,0,1000,Frozen Green Peas,RM30,10,kg,100,69098,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69116,5/1/2024,VE,Vani Enterprises,TX-686/24-25,5/1/2024,,Milky Mist Khova,RM59,Raw Material,Food,10,,kg,295,0,0,2950,147.5,0,3097.5,Milky Mist Khova,RM59,10,kg,295,69098,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69116,5/1/2024,VE,Vani Enterprises,TX-686/24-25,5/1/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,48,,kg,337,0,0,16176,808.8,0,16984.8,Milky Mist Paneer 1Kg,RM60,48,kg,337,69098,5/1/2024,48,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Carrot,MM10,Raw Material,Food,30,,kg,72,0,0,2160,0,0,2160,Carrot,RM10,30,kg,72,69100,5/1/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Cauliflower,RM11,Raw Material,Food,10,,kg,45,0,0,450,0,0,450,Cauliflower,RM11,10,kg,45,69100,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Coconut,RM17,Raw Material,Food,30,,pcs,36,0,0,1080,0,0,1080,Coconut,RM17,30,pcs,36,69100,5/1/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Coriender Leaves Bunch,RM19,Raw Material,Food,30,,pcs,35,0,0,1050,0,0,1050,Coriander Leaves Bunch,RM19,30,pcs,35,69100,5/1/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Cucumber,RM22,Raw Material,Food,120,,kg,43,0,0,5160,0,0,5160,Cucumber,RM22,120,kg,43,69100,5/1/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Curry Leaves Bunch,RM24,Raw Material,Food,5,,kg,90,0,0,450,0,0,450,Curry Leaves Bunch,RM24,5,kg,90,69100,5/1/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Ginger,RM33,Raw Material,Food,55,,kg,154,0,0,8470,0,0,8470,Ginger,RM33,55,kg,154,69100,5/1/2024,55,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Green Chilly (250gm pkt),RM35,Raw Material,Food,15,,kg,96,0,0,1440,0,0,1440,Green Chilly (250Gm Pkt),RM35,15,kg,96,69100,5/1/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Lemon,RM51,Raw Material,Food,25,,kg,130,0,0,3250,0,0,3250,Lemon,RM51,25,kg,130,69100,5/1/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Mint Leaves Bunch,RM61,Raw Material,Food,100,,pcs,13,0,0,1300,0,0,1300,Mint Leaves Bunch,RM61,25,kg,52,69100,5/1/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Onion,RM66,Raw Material,Food,260,,kg,27,0,0,7020,0,0,7020,Onion,RM66,260,kg,27,69100,5/1/2024,260,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Peeled Garlic,RM69,Raw Material,Food,35,,kg,295,0,0,10325,0,0,10325,Peeled Garlic,RM69,35,kg,295,69100,5/1/2024,35,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Potato,RM70,Raw Material,Food,30,,kg,43,0,0,1290,0,0,1290,Potato,RM70,30,kg,43,69100,5/1/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Staff Tomato,345,Raw Material,Staff Food,11,,kg,36,0,0,396,0,0,396,Staff Tomato,RM107,11,kg,36,69100,5/1/2024,11,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Staff vegetables,346,Raw Material,Staff Food,10,,kg,41,0,0,410,0,0,410,Staff vegetables,RM108,10,kg,41,69100,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69117,5/1/2024,FS2B,Farm S2B,INV-0000294,5/1/2024,,Tomato,RM86,Raw Material,Food,12,,kg,36,0,0,432,0,0,432,Tomato,RM86,12,kg,36,69100,5/1/2024,12,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Black Pepper Whole 1 Kg,MM07,Raw Material,Food,2,,kg,720,0,0,1440,72,0,1512,Black Pepper Whole 1 Kg,RM07,2,kg,720,69101,5/1/2024,2,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 1,RM37,Raw Material,Food,15,,kg,2720,0,0,40800,2040,0,42840,Item 1,RM37,15,kg,2720,69101,5/1/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 2,RM39,Raw Material,Food,15,,kg,2730,0,0,40950,2047.5,0,42997.5,Item 2,RM39,15,kg,2730,69101,5/1/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 3,RM40,Raw Material,Food,10,,Kg,575,0,0,5750,287.5,0,6037.5,Item 3,RM40,10,kg,575,69101,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 4,RM41,Raw Material,Food,10,,kg,850,0,0,8500,425,0,8925,Item 4,RM41,10,kg,850,69101,5/1/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 5,RM42,Raw Material,Food,4,,kg,1270,0,0,5080,254,0,5334,Item 5,RM42,4,kg,1270,69101,5/1/2024,4,Standard,0,,,,,
Central Warehouse - Bangalore,69118,5/1/2024,TF,Tru Flavours,FY-24-25/025,5/1/2024,,Item 7,RM44,Raw Material,Food,0.5,,kg,720,0,0,360,18,0,378,Item 7,RM44,0.5,kg,720,69101,5/1/2024,0.5,Standard,0,,,,,
Central Warehouse - Bangalore,69119,5/1/2024,AM,Akshaya Marketing,6669,5/1/2024,,Kashmiri Red Chilly Powder,RM50,Raw Material,Food,100,,kg,647.62,0,0,64762,3238.1,0,68000.1,Kashmiri Red Chilly Powder,RM50,100,kg,647.62,69102,5/1/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69166,5/1/2024,ZHPL,Zomato Hyperpure Private Limited (Blr),ZBSKA25-00047094,5/1/2024,,Basmati Rice (Lal Quila),MM04,Raw Material,Food,250,,Bag,3453.45,0,0,863362.5,0,0,863362.5,Basmati Rice (Lal Quila),RM04,7500,kg,115.12,69131,5/1/2024,250,Standard,0,,,,,
Central Warehouse - Bangalore,69167,5/1/2024,ZHPL,Zomato Hyperpure Private Limited (Blr),ZHPKA25-00044045,5/1/2024,,Malik Deena Jeeraga Samba 25Kg Bag,RM56,Raw Material,Food,30,,Bag,2669.34,0,0,80080.2,4004.01,0,84084.21,Malik Deena Jeeraga Samba 25Kg Bag,RM56,750,kg,106.77,69133,5/1/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69169,5/1/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900220,5/1/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,50,,kg,335.238,0,0,16761.9,838.1,0,17600,Milky Mist Paneer 1Kg,RM60,50,kg,335.24,69135,5/1/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69171,5/1/2024,MP,Mahadev Plastic,4290,5/1/2024,,Full Container 1000 Ml,SC72,Supplies & Consumables,Packaging,200,,pcs,6.6,0,0,1320,237.6,0,1557.6,Full Container 1000 Ml,SC72,200,pcs,6.6,69136,5/1/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,7*9 Silver Cover,SC62,Supplies & Consumables,Packaging,35,,pkt,70,0,0,2450,441,0,2891,7*9 Silver Cover,SC62,3500,pcs,0.7,69138,5/1/2024,35,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,8.10 Silver Cover,SC63,Supplies & Consumables,Packaging,35,,pkt,80,0,0,2800,504,0,3304,8.10 Silver Cover,SC63,3500,pcs,0.8,69138,5/1/2024,35,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,9.12 Silver Cover,SC64,Supplies & Consumables,Packaging,40,,pkt,140,0,0,5600,1008,0,6608,9.12 Silver Cover,SC64,4000,pcs,1.4,69138,5/1/2024,40,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,Disposable Plate,SC03,Supplies & Consumables,Disposables,1000,,pcs,5.8,0,0,5800,696,0,6496,Disposable Plate,SC03,1000,pcs,5.8,69138,5/1/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,Party Pack - Service Spoon,SC08,Supplies & Consumables,Disposables,780,,pcs,12,0,0,9360,1684.8,0,11044.8,Party Pack - Service Spoon,SC08,780,pcs,12,69138,5/1/2024,780,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,Silver Foil Container 250 Ml,SC102,Supplies & Consumables,Packaging,4000,,pcs,1.3,0,0,5200,624,0,5824,Silver Foil Container 250 Ml,SC102,4000,pcs,1.3,69138,5/1/2024,4000,Standard,0,,,,,
Central Warehouse - Bangalore,69172,5/1/2024,MP,Mahadev Plastic,4288,5/1/2024,,Tooth Pick (1 Pkt),SC12,Supplies & Consumables,Disposables,40,,pkt,13,0,0,520,62.4,0,582.4,Tooth Pick (1 Pkt),SC12,4000,pcs,0.13,69138,5/1/2024,40,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Coconut Broom,SC18,Supplies & Consumables,Housekeeping,8,,pcs,30,0,0,240,0,0,240,Coconut Broom,SC18,8,pcs,30,69140,5/1/2024,8,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Floor Squeezer,SC21,Supplies & Consumables,Housekeeping,6,,pcs,140,0,0,840,151.2,0,991.2,Floor Squeezer,SC21,6,pcs,140,69140,5/1/2024,6,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Kitchen Cloth Check,SC30,Supplies & Consumables,Housekeeping,150,,pcs,10,0,0,1500,75,0,1575,Kitchen Cloth Check,SC30,150,pcs,10,69140,5/1/2024,150,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Mop Refill,SC36,Supplies & Consumables,Housekeeping,20,,pcs,100,0,0,2000,360,0,2360,Mop Refill,SC36,20,pcs,100,69140,5/1/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Mop Stick,SC37,Supplies & Consumables,Housekeeping,20,,pcs,80,0,0,1600,288,0,1888,Mop Stick,SC37,20,pcs,80,69140,5/1/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Nylon Scruber,SC38,Supplies & Consumables,Housekeeping,150,,pcs,6,0,0,900,162,0,1062,Nylon Scruber,SC38,150,pcs,6,69140,5/1/2024,150,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Soft Broom,SC50,Supplies & Consumables,Housekeeping,6,,pcs,90,0,0,540,0,0,540,Soft Broom,SC50,6,pcs,90,69140,5/1/2024,6,Standard,0,,,,,
Central Warehouse - Bangalore,69173,5/1/2024,MP,Mahadev Plastic,4287,5/1/2024,,Table Wiper,SC54,Supplies & Consumables,Housekeeping,150,,pcs,26.666,0,0,3999.9,719.98,0,4719.88,Table Wiper,SC54,150,pcs,26.67,69140,5/1/2024,150,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Dlite Black Containers 500Ml,SC69,Supplies & Consumables,Packaging,3000,,pcs,5.5,0,0,16500,2970,0,19470,Dlite Black Containers 500Ml,SC69,3000,pcs,5.5,69141,5/1/2024,3000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Family Container 2500 Ml,SC70,Supplies & Consumables,Packaging,1500,,pcs,15.4,0,0,23100,4158,0,27258,Family Container 2500 Ml,SC70,1500,pcs,15.4,69141,5/1/2024,1500,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Family Green Contanier 2500 Ml,SC71,Supplies & Consumables,Packaging,1200,,pcs,15.4,0,0,18480,3326.4,0,21806.4,Family Green Contanier 2500 Ml,SC71,1200,pcs,15.4,69141,5/1/2024,1200,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Full Container 1000 Ml,SC72,Supplies & Consumables,Packaging,2000,,pcs,7.2,0,0,14400,2592,0,16992,Full Container 1000 Ml,SC72,2000,pcs,7.2,69141,5/1/2024,2000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Half Green Container 600 Ml,SC76,Supplies & Consumables,Packaging,1600,,pcs,5.8,0,0,9280,1670.4,0,10950.4,Half Green Container 600 Ml,SC76,1600,pcs,5.8,69141,5/1/2024,1600,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Half Red 600Ml Container,SC77,Supplies & Consumables,Packaging,10400,,pcs,5.8,0,0,60320,10857.6,0,71177.6,Half Red 600Ml Container,SC77,10400,pcs,5.8,69141,5/1/2024,10400,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Large Container 1500 Ml,SC78,Supplies & Consumables,Packaging,2000,,pcs,9.8,0,0,19600,3528,0,23128,Large Container 1500 Ml,SC78,2000,pcs,9.8,69141,5/1/2024,2000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Raitha Container For Family Biryanis/Starters 500 Ml,SC94,Supplies & Consumables,Packaging,3000,,pcs,4.3,0,0,12900,2322,0,15222,Raitha Container For Family Biryanis/Starters 500 Ml,SC93,3000,pcs,4.3,69141,5/1/2024,3000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Raitha Container For Full Biryanis 200 Ml,SS78,Supplies & Consumables,Packaging,5000,,pcs,3.3,0,0,16500,2970,0,19470,Raitha Container For Full Biryanis 200 Ml,SC94,5000,pcs,3.3,69141,5/1/2024,5000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Raitha Container For Half/Regular Biryanis 100 Ml,SC95,Supplies & Consumables,Packaging,21000,,pcs,1.95,0,0,40950,7371,0,48321,Raitha Container For Half/Regular Biryanis 100 Ml,SC95,21000,pcs,1.95,69141,5/1/2024,21000,Standard,0,,,,,
Central Warehouse - Bangalore,69174,5/1/2024,MP,Mahadev Plastic,4286,5/1/2024,,Regular Container 750 Ml,SC100,Supplies & Consumables,Packaging,2400,,pcs,6.8,0,0,16320,2937.6,0,19257.6,Regular Container 750 Ml,SC100,2400,pcs,6.8,69141,5/1/2024,2400,Standard,0,,,,,
Central Warehouse - Bangalore,69647,5/3/2024,MC,Mithra's Chicken ,17,5/2/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,199.4,,kg,275,0,0,54835,0,0,54835,Chicken Breast Boneless,RM13,199.4,kg,275,69620,5/3/2024,199.4,Standard,0,,,,,
Central Warehouse - Bangalore,69652,5/3/2024,RTM,R T Mutton,14486,5/3/2024,,Mutton,RM64,Raw Material,Food,147.7,,kg,680,0,0,100436,0,0,100436,Mutton,RM64,147.7,kg,680,69621,5/3/2024,147.7,Standard,0,,,,,
Central Warehouse - Bangalore,69653,5/3/2024,SF,Siddhi Foods,4595,5/2/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,111.6,,kg,275,0,0,30690,0,0,30690,Chicken Breast Boneless,RM13,111.6,kg,275,69622,5/3/2024,111.6,Standard,0,,,,,
Central Warehouse - Bangalore,69654,5/3/2024,ASCC,AY Sabir Chicken Center,981,5/2/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,233,,kg,238,0,0,55454,0,0,55454,Whole Chicken Without Skin,RM93,233,kg,238,69623,5/3/2024,233,Standard,0,,,,,
Central Warehouse - Bangalore,69655,5/3/2024,BJF,BJ Foods,2793,5/2/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,298.2,,kg,275,0,0,82005,0,0,82005,Chicken Breast Boneless,RM13,298.2,kg,275,69624,5/3/2024,298.2,Standard,0,,,,,
Central Warehouse - Bangalore,69656,5/3/2024,BPC,Brite Poultry Center,668,5/2/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,228,,kg,238,0,0,54264,0,0,54264,Whole Chicken Without Skin,RM93,228,kg,238,69625,5/3/2024,228,Standard,0,,,,,
Central Warehouse - Bangalore,69657,5/3/2024,PR,P Venkat Reddy,188,5/2/2024,,Fish Boneless,RM28,Raw Material,Food,168,,kg,350,0,0,58800,0,0,58800,Fish Boneless,RM28,168,kg,350,69626,5/3/2024,168,Standard,0,,,,,
Central Warehouse - Bangalore,69658,5/3/2024,SED,Saravana Egg Distributons,500,5/2/2024,,Egg,RM26,Raw Material,Food,1200,,pcs,4.8,0,0,5760,0,0,5760,Egg,RM26,1200,pcs,4.8,69627,5/3/2024,1200,Standard,0,,,,,
Central Warehouse - Bangalore,69661,5/3/2024,BE,Bharathi Enterprises,569,5/2/2024,,Curd,RM23,Raw Material,Food,504,,lt,54.58,0,0,27508.32,1375.42,0,28883.74,Curd,RM23,504,lt,54.58,69628,5/3/2024,504,Standard,0,,,,,
Central Warehouse - Bangalore,69662,5/3/2024,VE,Vani Enterprises,TX-707/24-25,5/2/2024,,Curd,RM23,Raw Material,Food,300,,lt,54.5,0,0,16350,817.5,0,17167.5,Curd,RM23,300,lt,54.5,69629,5/3/2024,300,Standard,0,,,,,
Central Warehouse - Bangalore,69662,5/3/2024,VE,Vani Enterprises,TX-707/24-25,5/2/2024,,Frozen Green Peas,RM30,Raw Material,Food,5,,kg,100,0,0,500,0,0,500,Frozen Green Peas,RM30,5,kg,100,69629,5/3/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,69662,5/3/2024,VE,Vani Enterprises,TX-707/24-25,5/2/2024,,Milk,RM100,Raw Material,Staff Food,6,,lt,48,0,0,288,0,0,288,Milk,RM100,6,lt,48,69629,5/3/2024,6,Standard,0,,,,,
Central Warehouse - Bangalore,69662,5/3/2024,VE,Vani Enterprises,TX-707/24-25,5/2/2024,,Milky Mist Khova,RM59,Raw Material,Food,10,,kg,295,0,0,2950,147.5,0,3097.5,Milky Mist Khova,RM59,10,kg,295,69629,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69662,5/3/2024,VE,Vani Enterprises,TX-707/24-25,5/2/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,48,,kg,337,0,0,16176,808.8,0,16984.8,Milky Mist Paneer 1Kg,RM60,48,kg,337,69629,5/3/2024,48,Standard,0,,,,,
Central Warehouse - Bangalore,69663,5/3/2024,AFSC,Aditya Food Service Company,DD/358/24-25,5/3/2024,,Frozen Green Peas,RM30,Raw Material,Food,5,,kg,110,0,0,550,0,0,550,Frozen Green Peas,RM30,5,kg,110,69630,5/3/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,69663,5/3/2024,AFSC,Aditya Food Service Company,DD/358/24-25,5/3/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,50,,kg,336.19,0,0,16809.5,840.48,0,17649.98,Milky Mist Paneer 1Kg,RM60,50,kg,336.19,69630,5/3/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69664,5/3/2024,AFSC,Aditya Food Service Company,DD/363/24-25,5/2/2024,,Tempura Batter Mix,RM116,Raw Material,Food,50,,kg,185,0,0,9250,462.5,0,9712.5,Tempura Batter Mix,RM116,50,kg,185,69631,5/3/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Capsicum,MM09,Raw Material,Food,14,,kg,59,0,0,826,0,0,826,Capsicum,RM09,14,kg,59,69632,5/3/2024,14,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Carrot,MM10,Raw Material,Food,65,,kg,69,0,0,4485,0,0,4485,Carrot,RM10,65,kg,69,69632,5/3/2024,65,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Cauliflower,RM11,Raw Material,Food,40,,pcs,34,0,0,1360,0,0,1360,Cauliflower,RM11,40,kg,34,69632,5/3/2024,40,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Coconut,RM17,Raw Material,Food,150,,pcs,34,0,0,5100,0,0,5100,Coconut,RM17,150,pcs,34,69632,5/3/2024,150,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Coriender Leaves Bunch,RM19,Raw Material,Food,80,,pcs,24,0,0,1920,0,0,1920,Coriander Leaves Bunch,RM19,80,pcs,24,69632,5/3/2024,80,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Cucumber,RM22,Raw Material,Food,330,,kg,43,0,0,14190,0,0,14190,Cucumber,RM22,330,kg,43,69632,5/3/2024,330,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Curry Leaves Bunch,RM24,Raw Material,Food,100,,pcs,17.8,0,0,1780,0,0,1780,Curry Leaves Bunch,RM24,20,kg,89,69632,5/3/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Green Chilly (250Gm Pkt),RM35,Raw Material,Food,40,,kg,84,0,0,3360,0,0,3360,Green Chilly (250Gm Pkt),RM35,40,kg,84,69632,5/3/2024,40,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Lemon,RM51,Raw Material,Food,120,,kg,136,0,0,16320,0,0,16320,Lemon,RM51,120,kg,136,69632,5/3/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Mint Leaves Bunch,RM61,Raw Material,Food,200,,pcs,13,0,0,2600,0,0,2600,Mint Leaves Bunch,RM61,50,kg,52,69632,5/3/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Onion,RM66,Raw Material,Food,1500,,kg,25,0,0,37500,0,0,37500,Onion,RM66,1500,kg,25,69632,5/3/2024,1500,Standard,0,,,,,
