Store Name,GRN Number,GRN Date,Supplier Code,Supplier Name,Supplier Invoice Number,Supplier Invoice Date,Actual Delivery Date,Supplier Item Name,Supplier SKU,Category,Sub Category,Supplier Qty,Return Qty,Supplier Unit,Supplier Unit Cost,Discount Amount,Charge Amount,Total Cost,Total Tax,Total ITC,Total Amount,Inventory Item Name,Inventory SKU,Inventory Qty,Inventory Unit,Inventory Unit Cost,PO Number,PO Date,PO Quantity,PO Type,PO Quantity Variance,Label,Additional Cess,GRN Item Notes,PO Item Notes,Contract
Central Warehouse - Chennai,70918,5/8/2024,BT,Bharath Traders,7666,5/8/2024,,Vegtable Mix,MM89,Food,,20,,kg,37.5,0,0,750,0,0,750,Vegtable Mix,MM89,20,kg,37.5,70917,5/8/2024,20,Standard,0,,,,,
Central Warehouse - Chennai,70921,5/8/2024,AVE,AV Enterprises,225,5/8/2024,,Manis Mint 200Pcs,RM57,Raw Material,Food,120,,pkt,180,0,0,21600,3888,0,25488,Manis Mint 200Pcs,RM57,24000,pcs,0.9,70920,5/8/2024,120,Standard,0,,,,,
Central Warehouse - Chennai,70929,5/8/2024,GL,Godrej Tyson Foods Limited,4222409072,5/8/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,386,,kg,285,0,0,110010,0,0,110010,Chicken Breast Boneless,RM13,386,kg,285,70928,5/8/2024,386,Standard,0,,,,,
Central Warehouse - Chennai,70931,5/8/2024,MJ,Mohamed Jaffer,1853,5/8/2024,,Mutton,RM64,Raw Material,Food,30,,kg,690,0,0,20700,0,0,20700,Mutton,RM64,30,kg,690,70930,5/8/2024,30,Standard,0,,,,,
Central Warehouse - Chennai,70933,5/8/2024,KR,K Ramu,15006,5/8/2024,,Curd,RM23,Raw Material,Food,252,,lt,57.25,0,0,14427,0,0,14427,Curd,RM23,252,lt,57.25,70932,5/8/2024,252,Standard,0,,,,,
Central Warehouse - Chennai,70935,5/8/2024,RE,Rasi Enterprises,E3/519,5/8/2024,,Egg,RM26,Raw Material,Food,900,,pcs,5.6,0,0,5040,0,0,5040,Egg,RM26,900,pcs,5.6,70934,5/8/2024,900,Standard,0,,,,,
Central Warehouse - Chennai,70937,5/8/2024,RE,Rasi Enterprises,E3/506,5/8/2024,,Egg,RM26,Raw Material,Food,1200,,pcs,5.6,0,0,6720,0,0,6720,Egg,RM26,1200,pcs,5.6,70936,5/8/2024,1200,Standard,0,,,,,
Central Warehouse - Chennai,70939,5/8/2024,VEM,Vetrivel Egg Mart,598,5/8/2024,,Egg,RM26,Raw Material,Food,450,,pcs,5.7,0,0,2565,0,0,2565,Egg,RM26,450,pcs,5.7,70938,5/8/2024,450,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Caustic Soda,SC17,Supplies & Consumables,Housekeeping,2,,kg,75,0,0,150,27,0,177,Caustic Soda,SC17,2,kg,75,70940,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Coconut Broom,SC18,Supplies & Consumables,Housekeeping,2,,pcs,24,0,0,48,0,0,48,Coconut Broom,SC18,2,pcs,24,70940,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Colin,SC19,Supplies & Consumables,Housekeeping,2,,pcs,77,0,0,154,27.72,0,181.72,Colin,SC19,2,pcs,77,70940,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Floor Squeezer,SC21,Supplies & Consumables,Housekeeping,2,,pcs,110,0,0,220,39.6,0,259.6,Floor Squeezer,SC21,2,pcs,110,70940,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Gada Cloth,SC22,Supplies & Consumables,Housekeeping,5,,mtr,40,0,0,200,36,0,236,Gada Cloth,SC22,5,mtr,40,70940,5/8/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Hand Wash,SC26,Supplies & Consumables,Housekeeping,1,,pcs,92,0,0,92,16.56,0,108.56,Hand Wash,SC26,1,pcs,92,70940,5/8/2024,1,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Kitchen Cloth Check,SC30,Supplies & Consumables,Housekeeping,20,,pcs,6,0,0,120,6,0,126,Kitchen Cloth Check,SC30,20,pcs,6,70940,5/8/2024,20,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Mop Refill,SC36,Supplies & Consumables,Housekeeping,2,,pcs,67,0,0,134,24.12,0,158.12,Mop Refill,SC36,2,pcs,67,70940,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Nylon Scruber,SC38,Supplies & Consumables,Housekeeping,20,,pcs,3,0,0,60,10.8,0,70.8,Nylon Scruber,SC38,20,pcs,3,70940,5/8/2024,20,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Pitamber Powder,SC41,Supplies & Consumables,Housekeeping,5,,pkt,12,0,0,60,10.8,0,70.8,Pitambari Powder,SC41,1,kg,60,70940,5/8/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Plate Wiping Cloth,SC42,Supplies & Consumables,Housekeeping,3,,pcs,70,0,0,210,10.5,0,220.5,Plate Wiping Cloth,SC42,3,pcs,70,70940,5/8/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Room Freshener,SC45,Supplies & Consumables,Housekeeping,3,,pcs,63,0,0,189,34.02,0,223.02,Room Freshener,SC45,3,pcs,63,70940,5/8/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Sabina Powder,SC47,Supplies & Consumables,Housekeeping,10,,kg,27,0,0,270,48.6,0,318.6,Sabina Powder,SC47,10,kg,27,70940,5/8/2024,10,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Soft Broom,SC50,Supplies & Consumables,Housekeeping,1,,pcs,72,0,0,72,0,0,72,Soft Broom,SC50,1,pcs,72,70940,5/8/2024,1,Standard,0,,,,,
Central Warehouse - Chennai,70941,5/8/2024,KE,KRA Enteriprises,KRA/284/24-25,5/8/2024,,Table Wiper,SC54,Supplies & Consumables,Housekeeping,4,,pcs,35,0,0,140,25.2,0,165.2,Table Wiper,SC54,4,pcs,35,70940,5/8/2024,4,Standard,0,,,,,
Central Warehouse - Chennai,70943,5/8/2024,KE,KRA Enteriprises,KRA/283/24-25,5/8/2024,,100 Pages Long Size Note Book,SC108,Supplies & Consumables,Stationary,3,,pcs,31,0,0,93,11.16,0,104.16,100 Pages Long Size Note Book,SC108,3,pcs,31,70942,5/8/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,70943,5/8/2024,KE,KRA Enteriprises,KRA/283/24-25,5/8/2024,,200 Pages Long Size Note Book,SC109,Supplies & Consumables,Stationary,2,,pcs,52,0,0,104,12.48,0,116.48,200 Pages Long Size Note Book,SC109,2,pcs,52,70942,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70943,5/8/2024,KE,KRA Enteriprises,KRA/283/24-25,5/8/2024,,Batteries Big Aa Size,SS91,Supplies & Consumables,Stationary,3,,pcs,17,0,0,51,9.18,0,60.18,Batteries Big Aa Size,SC112,3,pcs,17,70942,5/8/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,70943,5/8/2024,KE,KRA Enteriprises,KRA/283/24-25,5/8/2024,,Batteries Small Aaa Size,SS92,Supplies & Consumables,Stationary,3,,pcs,17,0,0,51,9.18,0,60.18,Batteries Small Aaa Size,SC113,3,pcs,17,70942,5/8/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,70943,5/8/2024,KE,KRA Enteriprises,KRA/283/24-25,5/8/2024,,Pen,SC128,Supplies & Consumables,Stationary,10,,pcs,4.3,0,0,43,7.74,0,50.74,Pen,SC128,10,pcs,4.3,70942,5/8/2024,10,Standard,0,,,,,
Central Warehouse - Chennai,70945,5/8/2024,KE,KRA Enteriprises,KRA/285/24-25,5/8/2024,,Face Mask,SC04,Supplies & Consumables,Disposables,100,,pcs,0.9,0,0,90,4.5,0,94.5,Face Mask,SC04,100,pcs,0.9,70944,5/8/2024,100,Standard,0,,,,,
Central Warehouse - Chennai,70945,5/8/2024,KE,KRA Enteriprises,KRA/285/24-25,5/8/2024,,Kitchen Apron,SC28,Supplies & Consumables,Housekeeping,2,,pcs,100,0,0,200,24,0,224,Kitchen Apron,SC28,2,pcs,100,70944,5/8/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,70945,5/8/2024,KE,KRA Enteriprises,KRA/285/24-25,5/8/2024,,Kitchen Cap (100Pcs Pkt),SC29,Supplies & Consumables,Housekeeping,4,,pkt,65,0,0,260,13,0,273,Kitchen Cap (100Pcs Pkt),SC29,400,pcs,0.65,70944,5/8/2024,4,Standard,0,,,,,
Central Warehouse - Chennai,70945,5/8/2024,KE,KRA Enteriprises,KRA/285/24-25,5/8/2024,,Sargecal Gloves,SC53,Supplies & Consumables,Housekeeping,1,,Box,250,0,0,250,30,0,280,Surgical Gloves,SC53,100,pcs,2.5,70944,5/8/2024,1,Standard,0,,,,,
Central Warehouse - Chennai,70945,5/8/2024,KE,KRA Enteriprises,KRA/285/24-25,5/8/2024,,Tooth Pick (1 Pkt),SC12,Supplies & Consumables,Disposables,5,,pkt,13,0,0,65,11.7,0,76.7,Tooth Pick (1 Pkt),SC12,500,pcs,0.13,70944,5/8/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,70972,5/8/2024,RE,Rasi Enterprises,E4/531,5/8/2024,,Egg,RM26,Raw Material,Food,600,,pcs,5.6,0,0,3360,0,0,3360,Egg,RM26,600,pcs,5.6,70971,5/8/2024,600,Standard,0,,,,,
Central Warehouse - Chennai,70981,5/8/2024,YA,Yudish Agency,YA/01394/24-25,5/8/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,12,,kg,338,0,0,4056,202.8,0,4258.8,Milky Mist Paneer 1Kg,RM60,12,kg,338,70979,5/8/2024,12,Standard,0,,,,,
Central Warehouse - Chennai,70983,5/8/2024,TF,Tru Flavours,FY-24-25/029,5/8/2024,,Item 1,RM37,Raw Material,Food,5,,kg,2720,0,0,13600,680,0,14280,Item 1,RM37,5,kg,2720,70982,5/8/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,70983,5/8/2024,TF,Tru Flavours,FY-24-25/029,5/8/2024,,Item 2,RM39,Raw Material,Food,7,,kg,3140,0,0,21980,1099,0,23079,Item 2,RM39,7,kg,3140,70982,5/8/2024,7,Standard,0,,,,,
Central Warehouse - Chennai,70983,5/8/2024,TF,Tru Flavours,FY-24-25/029,5/8/2024,,Item 4,RM41,Raw Material,Food,5,,kg,850,0,0,4250,212.5,0,4462.5,Item 4,RM41,5,kg,850,70982,5/8/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,71022,5/8/2024,RE,Rasi Enterprises,E3/513,5/8/2024,,Egg,RM26,Raw Material,Food,1050,,pcs,5.6,0,0,5880,0,0,5880,Egg,RM26,1050,pcs,5.6,71020,5/8/2024,1050,Standard,0,,,,,
Central Warehouse - Chennai,71035,5/8/2024,RE,Rasi Enterprises,E7/551,5/8/2024,,Egg,RM26,Raw Material,Food,1500,,pcs,5.6,0,0,8400,0,0,8400,Egg,RM26,1500,pcs,5.6,71034,5/8/2024,1500,Standard,0,,,,,
Central Warehouse - Chennai,71058,5/8/2024,RE,Rasi Enterprises,E3/529,5/8/2024,,Egg,RM26,Raw Material,Food,600,,pcs,5.6,0,0,3360,0,0,3360,Egg,RM26,600,pcs,5.6,71057,5/8/2024,600,Standard,0,,,,,
Central Warehouse - Chennai,71152,5/9/2024,SCK,Saraswathi Chicken,509,5/9/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,256,,kg,238.7,0,0,61107.2,0,0,61107.2,Whole Chicken Without Skin,RM93,256,kg,238.7,71151,5/9/2024,256,Standard,0,,,,,
Central Warehouse - Chennai,71154,5/9/2024,PKG,P K Garlics,683,5/9/2024,,Peeled Garlic,RM69,Raw Material,Food,30,,kg,140,0,0,4200,0,0,4200,Peeled Garlic,RM69,30,kg,140,71153,5/9/2024,30,Standard,0,,,,,
Central Warehouse - Chennai,71156,5/9/2024,KR,K Ramu,15007,5/9/2024,,Curd,RM23,Raw Material,Food,203,,lt,57.25,0,0,11621.75,0,0,11621.75,Curd,RM23,203,lt,57.25,71155,5/9/2024,203,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Capsicum,MM09,Raw Material,Food,4,,kg,60,0,0,240,0,0,240,Capsicum,RM09,4,kg,60,71158,5/9/2024,4,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Cauliflower,RM11,Raw Material,Food,5,,kg,36,0,0,180,0,0,180,Cauliflower,RM11,5,kg,36,71158,5/9/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Coconut,RM17,Raw Material,Food,50,,pcs,27,0,0,1350,0,0,1350,Coconut,RM17,50,pcs,27,71158,5/9/2024,50,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Coriender Leaves Bunch,RM19,Raw Material,Food,150,,pcs,9,0,0,1350,0,0,1350,Coriander Leaves Bunch,RM19,150,pcs,9,71158,5/9/2024,150,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Cucumber,RM22,Raw Material,Food,110,,kg,46,0,0,5060,0,0,5060,Cucumber,RM22,110,kg,46,71158,5/9/2024,110,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Curry Leaves Bunch,RM24,Raw Material,Food,10,,kg,40,0,0,400,0,0,400,Curry Leaves Bunch,RM24,10,kg,40,71158,5/9/2024,10,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Frozen Green Peas,RM30,Raw Material,Food,3,,kg,130,0,0,390,0,0,390,Frozen Green Peas,RM30,3,kg,130,71158,5/9/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Ginger,RM33,Raw Material,Food,40,,kg,160,0,0,6400,0,0,6400,Ginger,RM33,40,kg,160,71158,5/9/2024,40,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Green Chilly (250Gm Pkt),RM35,Raw Material,Food,25,,kg,70,0,0,1750,0,0,1750,Green Chilly (250Gm Pkt),RM35,25,kg,70,71158,5/9/2024,25,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Lemon,RM51,Raw Material,Food,35,,kg,150,0,0,5250,0,0,5250,Lemon,RM51,35,kg,150,71158,5/9/2024,35,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Mint Leaves Bunch,RM61,Raw Material,Food,200,,bunch,6,0,0,1200,0,0,1200,Mint Leaves Bunch,RM61,40,kg,30,71158,5/9/2024,200,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Onion,RM66,Raw Material,Food,500,,kg,32,0,0,16000,0,0,16000,Onion,RM66,500,kg,32,71158,5/9/2024,500,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Potato,RM70,Raw Material,Food,25,,kg,36,0,0,900,0,0,900,Potato,RM70,25,kg,36,71158,5/9/2024,25,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Spring Onion,RM80,Raw Material,Food,3,,pcs,20,0,0,60,0,0,60,Spring Onion,RM80,3,pcs,20,71158,5/9/2024,3,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Tomato,RM86,Raw Material,Food,70,,kg,25,0,0,1750,0,0,1750,Tomato,RM86,70,kg,25,71158,5/9/2024,70,Standard,0,,,,,
Central Warehouse - Chennai,71160,5/9/2024,BT,Bharath Traders,7677,5/9/2024,,Vegtable Mix,MM89,Food,,25,,kg,25,0,0,625,0,0,625,Vegtable Mix,MM89,25,kg,25,71158,5/9/2024,25,Standard,0,,,,,
Central Warehouse - Chennai,71174,5/9/2024,SWE,Sai Win Enterprises,120,5/9/2024,,Curd,RM23,Raw Material,Food,250,,lt,53,0,0,13250,0,0,13250,Curd,RM23,250,lt,53,71173,5/9/2024,250,Standard,0,,,,,
Central Warehouse - Chennai,71174,5/9/2024,SWE,Sai Win Enterprises,120,5/9/2024,,Milk,RM100,Raw Material,Staff Food,23,,lt,52,0,0,1196,0,0,1196,Milk,RM100,23,lt,52,71173,5/9/2024,23,Standard,0,,,,,
Central Warehouse - Chennai,71193,5/9/2024,SWE,Sai Win Enterprises,242,5/9/2024,,Milky Mist Khova,RM59,Raw Material,Food,12,,kg,300,0,0,3600,180,0,3780,Milky Mist Khova,RM59,12,kg,300,71192,5/9/2024,12,Standard,0,,,,,
Central Warehouse - Chennai,71193,5/9/2024,SWE,Sai Win Enterprises,242,5/9/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,24,,kg,340,0,0,8160,408,0,8568,Milky Mist Paneer 1Kg,RM60,24,kg,340,71192,5/9/2024,24,Standard,0,,,,,
Central Warehouse - Chennai,71195,5/9/2024,DGPL,Despac Gloabl Private Limited,INV-000512,5/8/2024,,Manis Paper Pouch,SC85,Supplies & Consumables,Packaging,3300,,pcs,1.94,0,0,6402,1152.36,0,7554.36,Manis Paper Pouch,SC85,3300,pcs,1.94,71194,5/9/2024,3300,Standard,0,,,,,
Central Warehouse - Chennai,71197,5/9/2024,SP,Sukhavasi Paper Products,20,5/9/2024,,Manis Bucket Biryani Sticker,SC82,Supplies & Consumables,Packaging,1600,,pcs,3.2,0,0,5120,0,0,5120,Manis Bucket Biryani Sticker,SC82,1600,pcs,3.2,71196,5/9/2024,1600,Standard,0,,,,,
Central Warehouse - Chennai,71199,5/9/2024,SH,Sunsri Trading House,STH503/24-25,5/9/2024,,Aromat Seasonin Powder 500 Gms,MM02,Raw Material,Food,24,,box,153.57,0,0,3685.68,442.28,0,4127.96,Aromat Seasonin Powder 500 Gms,RM02,12,kg,307.14,71198,5/9/2024,24,Standard,0,,,,,
Central Warehouse - Chennai,71199,5/9/2024,SH,Sunsri Trading House,STH503/24-25,5/9/2024,,Corn Flour (Posh),RM21,Raw Material,Food,60,,kg,69.64,0,0,4178.4,501.4,0,4679.8,Corn Flour (Posh),RM21,60,kg,69.64,71198,5/9/2024,60,Standard,0,,,,,
Central Warehouse - Chennai,71199,5/9/2024,SH,Sunsri Trading House,STH503/24-25,5/9/2024,,Lemon Powder,RM52,Raw Material,Food,12,,kg,341.08,0,0,4092.96,491.16,0,4584.12,Lemon Powder,RM52,12,kg,341.08,71198,5/9/2024,12,Standard,0,,,,,
Central Warehouse - Chennai,71206,5/9/2024,ZHPLC,Zomato Hyperpure Private Limited (CHI),ZHPTN25-00022745,5/9/2024,,Refined Sunflower Oil Tin,RM71,Raw Material,Food,100,,Tin,1600,0,0,160000,8000,0,168000,Refined Sunflower Oil Tin,RM71,1500,lt,106.67,71150,5/9/2024,100,Standard,0,,,,,
Central Warehouse - Chennai,71210,5/9/2024,VEM,Vetrivel Egg Mart,599,5/9/2024,,Egg,RM26,Raw Material,Food,450,,pcs,5.7,0,0,2565,0,0,2565,Egg,RM26,450,pcs,5.7,71209,5/9/2024,450,Standard,0,,,,,
Central Warehouse - Chennai,71212,5/9/2024,RE,Rasi Enterprises,E3/536,5/9/2024,,Egg,RM26,Raw Material,Food,600,,pcs,5.7,0,0,3420,0,0,3420,Egg,RM26,600,pcs,5.7,71211,5/9/2024,600,Standard,0,,,,,
Central Warehouse - Chennai,71215,5/9/2024,WT,Wings Traders ,71,5/9/2024,,Manis Bucket Container,SC83,Supplies & Consumables,Packaging,240,,pcs,43,0,0,10320,0,0,10320,Manis Bucket Container,SC83,240,pcs,43,71214,5/9/2024,240,Standard,0,,,,,
Central Warehouse - Chennai,71233,5/9/2024,RF,Rainbow Forms,194/24-25,5/9/2024,,Bill Roll,SS93,Supplies & Consumables,Stationary,400,,pcs,36.25,0,0,14500,2610,0,17110,Bill Roll,SC114,400,pcs,36.25,71232,5/9/2024,400,Standard,0,,,,,
Central Warehouse - Chennai,71249,5/9/2024,RE,Rasi Enterprises,E7/564,5/9/2024,,Egg,RM26,Raw Material,Food,1200,,pcs,5.7,0,0,6840,0,0,6840,Egg,RM26,1200,pcs,5.7,71248,5/9/2024,1200,Standard,0,,,,,
Central Warehouse - Chennai,71275,5/9/2024,RE,Rasi Enterprises,E7/563,5/9/2024,,Egg,RM26,Raw Material,Food,1200,,pcs,5.7,0,0,6840,0,0,6840,Egg,RM26,1200,pcs,5.7,71274,5/9/2024,1200,Standard,0,,,,,
Central Warehouse - Chennai,71290,5/9/2024,CF,Chooze Fresh,479,5/9/2024,,Fish Boneless,RM28,Raw Material,Food,85,,kg,320,0,0,27200,0,0,27200,Fish Boneless,RM28,85,kg,320,71288,5/9/2024,85,Standard,0,,,,,
Central Warehouse - Chennai,71302,5/9/2024,GL,Godrej Tyson Foods Limited,4222409388,5/9/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,518,,kg,285,0,0,147630,0,0,147630,Chicken Breast Boneless,RM13,518,kg,285,71301,5/9/2024,518,Standard,0,,,,,
Central Warehouse - Chennai,71321,5/9/2024,YA,Yudish Agency,YA/01430/24-25,5/9/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,12,,kg,338,0,0,4056,202.8,0,4258.8,Milky Mist Paneer 1Kg,RM60,12,kg,338,71320,5/9/2024,12,Standard,0,,,,,
Central Warehouse - Chennai,71418,5/10/2024,SCK,Saraswathi Chicken,510,5/10/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,193,,kg,238.7,0,0,46069.1,0,0,46069.1,Whole Chicken Without Skin,RM93,193,kg,238.7,71417,5/10/2024,193,Standard,0,,,,,
Central Warehouse - Chennai,71420,5/10/2024,SWE,Sai Win Enterprises,121,5/10/2024,,Curd,RM23,Raw Material,Food,250,,lt,53,0,0,13250,0,0,13250,Curd,RM23,250,lt,53,71419,5/10/2024,250,Standard,0,,,,,
Central Warehouse - Chennai,71420,5/10/2024,SWE,Sai Win Enterprises,121,5/10/2024,,Milk,RM100,Raw Material,Staff Food,18,,lt,52,0,0,936,0,0,936,Milk,RM100,18,lt,52,71419,5/10/2024,18,Standard,0,,,,,
Central Warehouse - Chennai,71422,5/10/2024,PKG,P K Garlics,684,5/10/2024,,Peeled Garlic,RM69,Raw Material,Food,45,,kg,137,0,0,6165,0,0,6165,Peeled Garlic,RM69,45,kg,137,71421,5/10/2024,45,Standard,0,,,,,
Central Warehouse - Chennai,71424,5/10/2024,KR,K Ramu,15008,5/10/2024,,Curd,RM23,Raw Material,Food,192,,lt,57.25,0,0,10992,0,0,10992,Curd,RM23,192,lt,57.25,71423,5/10/2024,192,Standard,0,,,,,
Central Warehouse - Chennai,71426,5/10/2024,SWE,Sai Win Enterprises,243,5/10/2024,,Milky Mist Khova,RM59,Raw Material,Food,12,,kg,300,0,0,3600,180,0,3780,Milky Mist Khova,RM59,12,kg,300,71425,5/10/2024,12,Standard,0,,,,,
Central Warehouse - Chennai,71426,5/10/2024,SWE,Sai Win Enterprises,243,5/10/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,18,,kg,340,0,0,6120,306,0,6426,Milky Mist Paneer 1Kg,RM60,18,kg,340,71425,5/10/2024,18,Standard,0,,,,,
Central Warehouse - Chennai,71426,5/10/2024,SWE,Sai Win Enterprises,243,5/10/2024,,Viraly Ghee,RM89,Raw Material,Food,64,,lt,563,0,0,36032,4323.84,0,40355.84,Viraly Ghee,RM89,64,lt,563,71425,5/10/2024,64,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Capsicum,MM09,Raw Material,Food,2,,kg,65,0,0,130,0,0,130,Capsicum,RM09,2,kg,65,71427,5/10/2024,2,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Carrot,MM10,Raw Material,Food,5,,kg,50,0,0,250,0,0,250,Carrot,RM10,5,kg,50,71427,5/10/2024,5,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Coconut,RM17,Raw Material,Food,40,,pcs,27,0,0,1080,0,0,1080,Coconut,RM17,40,pcs,27,71427,5/10/2024,40,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Coriender Leaves Bunch,RM19,Raw Material,Food,300,,pcs,9,0,0,2700,0,0,2700,Coriander Leaves Bunch,RM19,300,pcs,9,71427,5/10/2024,300,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Cucumber,RM22,Raw Material,Food,120,,kg,50,0,0,6000,0,0,6000,Cucumber,RM22,120,kg,50,71427,5/10/2024,120,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Curry Leaves Bunch,RM24,Raw Material,Food,4,,kg,40,0,0,160,0,0,160,Curry Leaves Bunch,RM24,4,kg,40,71427,5/10/2024,4,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Ginger,RM33,Raw Material,Food,45,,kg,160,0,0,7200,0,0,7200,Ginger,RM33,45,kg,160,71427,5/10/2024,45,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Green Chilly (250Gm Pkt),RM35,Raw Material,Food,15,,kg,80,0,0,1200,0,0,1200,Green Chilly (250Gm Pkt),RM35,15,kg,80,71427,5/10/2024,15,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Lemon,RM51,Raw Material,Food,30,,kg,150,0,0,4500,0,0,4500,Lemon,RM51,30,kg,150,71427,5/10/2024,30,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Mint Leaves Bunch,RM61,Raw Material,Food,200,,bunch,6,0,0,1200,0,0,1200,Mint Leaves Bunch,RM61,40,kg,30,71427,5/10/2024,200,Standard,0,,,,,
Central Warehouse - Chennai,71428,5/10/2024,BT,Bharath Traders,7692,5/10/2024,,Onion,RM66,Raw Material,Food,250,,kg,32,0,0,8000,0,0,8000,Onion,RM66,250,kg,32,71427,5/10/2024,250,Standard,0,,,,,
